0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,class
2.0,18.0,4.0,12.0,1.0,3.0,4.0,2.0,2.317073170731707,33.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,21.0,2.52755905511811,34.0,1.0,2.0,3.0,1.0,2.0,26.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,45.0,2.0,28.1171875,1.0,3.0,3.0,4.0,4.0,23.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4.0,14.0,3.0,8.0,1.0,3.0,3.0,2.0,3.0,27.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.024,1.0,0.0,0
1.0,36.0,2.0,82.0,1.0,3.0,3.0,2.0,2.0,26.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,20.93798449612403,4.0,21.0,1.0,3.0,2.0,4.0,1.0,24.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
4.0,21.0,2.0,25.0,5.0,5.0,3.0,4.0,1.0,46.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.1746031746031746,1.0,0.0,0.0,0.0,0
1.0,24.0,2.0,42.0,1.0,3.0,3.0,2.795275590551181,2.0,28.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,15.0,2.0,36.0,1.0,5.0,2.0,2.0,3.0,54.0,2.6825396825396823,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2.0,12.0,2.0,8.0,2.0,4.0,2.0,4.0,1.0,23.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2.0,24.0,3.0,47.0,5.0,3.0,3.0,2.0,2.0,37.0,1.0,1.375,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4.0,12.0,4.0,14.0,1.0,3.0,2.0,2.0,1.0,29.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2.0,18.0,3.0,24.0,5.0,5.0,3.0,2.0,2.0,42.0,3.0,2.0,1.0,1.0,1.0,0.1705426356589147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,18.0,2.0,32.0,3.0,2.0,4.0,3.0,1.0,25.0,3.0,1.0,1.0,1.4603174603174602,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
4.0,48.0,4.0,36.0,5.0,5.0,3.0,1.0,1.0,47.0,2.6825396825396823,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,20.93798449612403,2.0,34.0,1.0,3.0,3.0,2.0,3.0,27.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,36.0,4.0,23.0,1.0,3.0,4.0,2.0,2.0,46.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,24.0,4.0,57.0,1.0,2.0,2.0,4.0,4.0,24.0,3.0,2.0,1.0,2.0,1.023076923076923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,24.0,3.0,49.0,1.0,3.0,3.0,4.0,4.0,53.0,3.0,2.0,1.141732283464567,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4.0,24.0,1.0,16.0,1.0,4.0,3.0,4.0,3.0,50.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,18.0,4.0,64.0,1.0,5.0,3.0,1.0,2.317073170731707,41.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,22.0,2.0,27.0,3.0,5.0,3.0,4.0,3.0,40.0,2.6825396825396823,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,36.0,2.0,18.0,1.0,3.0,3.0,4.0,4.0,37.0,2.0,1.0,1.141732283464567,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4.0,15.0,1.0,16.0,2.0,5.0,2.7906976744186047,4.0,3.0,34.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
4.0,12.0,2.0,8.0,1.0,5.0,3.0,4.0,3.0,38.0,2.6825396825396823,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,18.0,4.0,18.0,1.0,3.0,2.0,2.0,4.0,28.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,12.0,0.0,11.0,1.0,4.0,3.0,3.0,1.0,28.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,24.0,1.0,32.0,1.0,3.0,3.0,2.0,2.0,31.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1746031746031746,0.0,0.0,0.0,1.0,1
4.0,18.0,2.0,19.0,1.0,2.0,2.0,4.0,1.0,23.0,3.0,1.0,1.0,1.0,1.0,0.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,12.0,4.0,22.0,1.0,5.0,3.0,3.0,2.0,60.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.9606299212598424,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,12.0,1.0,6.0,1.0,3.0,2.0,4.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,12.0,0.0,28.1171875,1.0,2.0,2.0,3.0,2.0,25.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
4.0,36.0,2.0,33.0,1.0,3.0,2.7906976744186047,2.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2.609375,6.0,3.0,12.0,1.0,1.0,3.0,4.0,2.0,47.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2.0,9.0,2.0,9.0,1.0,3.0,2.0,1.0,2.317073170731707,30.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
4.0,18.0,2.52755905511811,42.0,1.0,3.0,3.0,2.0,3.0,36.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
4.0,24.0,2.0,27.0,1.0,5.0,3.0,4.0,3.0,35.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0314960629921259,0.0,1.0,0.0,0.0,0.0,0
3.0,24.0,2.0,52.0,1.0,4.0,3.0,2.0,2.317073170731707,25.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,60.0,3.0,68.0,1.0,5.0,3.0,4.0,4.0,63.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
4.0,39.0,2.0,86.0,2.0,5.0,3.0,2.795275590551181,3.0,45.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3.0,15.0,4.0,13.0,5.0,3.0,3.0,4.0,4.0,39.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024,0.0,1.0,1
4.0,18.0,2.0,21.0,1.0,2.0,3.0,2.795275590551181,1.0,33.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,24.0,2.0,12.0,1.0,2.0,3.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.609375,15.0,2.0,22.0,5.0,4.0,2.0,4.0,1.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
4.0,6.0,2.0,30.0,3.0,3.0,3.0,2.0,3.0,32.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,48.0,2.0,60.0,1.0,3.0,2.0,2.0,1.0,22.0,2.6825396825396823,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.0,11.0,2.0,16.0,4.0,2.0,2.0,1.0,1.0,20.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,24.0,2.0,12.0,1.0,2.0,4.0,2.0,1.0,28.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,21.0,2.0,52.0,5.0,3.0,3.0,3.0,3.0,26.0,3.0,1.0,1.0,1.0,1.0,0.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,12.0,4.0,18.0,2.0,2.0,3.0,4.0,2.0,44.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,24.0,4.0,29.0,2.0,5.0,3.0,4.0,1.0,36.0,3.0,1.0,2.0,2.0,1.0,0.1705426356589147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,6.0,2.0,12.0,2.0,5.0,3.0,2.0,2.0,43.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6744186046511628,0
4.0,15.0,2.0,14.0,5.0,3.0,4.0,2.0,2.317073170731707,40.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
4.0,9.0,4.0,12.0,5.0,5.0,2.0,4.0,2.0,41.0,3.0,2.0,1.0,1.4603174603174602,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
4.0,6.0,4.0,17.0,1.0,5.0,4.0,2.0,1.0,30.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6976744186046512,0.0,0.0,1.0,0
1.0,24.0,2.0,29.0,1.0,4.0,3.0,1.0,4.0,34.0,3.0,1.0,1.0,2.0,1.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,21.0,4.0,37.0,1.0,4.0,3.0,3.0,2.317073170731707,27.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,24.0,2.0,30.0,1.0,3.0,1.0,2.0,1.0,24.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.024,1.0,0.0,0
4.0,18.0,2.0,20.0,1.0,4.0,3.0,1.0,3.0,34.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1746031746031746,1.0,0.0,0.0,1.0,0
2.0,60.0,2.0,63.0,1.0,3.0,3.0,4.0,4.0,42.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9606299212598424,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,12.0,2.52755905511811,16.0,1.0,3.0,2.0,1.0,3.0,22.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,24.0,4.0,22.0,2.0,5.0,3.0,4.0,2.0,52.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
3.0,30.0,4.0,37.0,5.0,5.0,3.0,4.0,2.0,49.0,2.0,2.0,1.0,1.4603174603174602,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2.0,6.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,22.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2.0,18.0,4.0,19.0,5.0,3.0,4.0,4.0,1.0,28.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,24.0,4.0,30.0,1.0,5.0,3.0,4.0,2.0,63.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0314960629921259,0.0,1.0,0.0,0.0,1.0,0
1.0,24.0,2.0,12.0,1.0,2.0,2.0,4.0,2.0,24.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1746031746031746,0.0,0.0,0.0,1.0,1
1.0,8.0,4.0,12.0,1.0,5.0,3.0,4.0,4.0,51.0,1.0,1.375,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,21.0,2.0,16.0,4.0,5.0,2.0,4.0,1.0,36.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1746031746031746,1.0,0.0,1.0,0.0,0
3.0,18.0,2.0,20.0,1.0,5.0,2.0,2.0,2.317073170731707,23.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,48.0,2.0,68.0,1.0,3.0,2.0,2.0,3.0,31.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6976744186046512,0.0,0.0,1.0,1
4.0,21.0,4.0,23.0,1.0,2.0,2.0,2.795275590551181,2.0,23.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,24.0,3.0,30.0,5.0,3.0,3.0,4.0,1.0,32.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1705426356589147,1.0,0
2.0,24.0,2.52755905511811,19.0,1.0,5.0,1.0,4.0,1.0,31.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
4.0,18.0,4.0,11.0,1.0,1.0,2.0,4.0,3.0,65.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0314960629921259,0.0,1.0,1.0,0.0,0.0,0
4.0,24.0,3.0,47.0,1.0,4.0,3.0,3.0,3.0,35.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,24.0,2.0,14.0,5.0,3.0,2.0,2.0,2.0,35.0,2.6825396825396823,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
4.0,18.0,2.0,25.0,1.0,3.0,3.0,4.0,1.0,43.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,6.0,4.0,9.0,1.0,5.0,2.0,4.0,4.0,35.56692913385827,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,24.0,2.0,44.0,5.0,3.0,2.0,4.0,2.0,48.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6744186046511628,0
1.0,18.0,4.0,10.0,1.0,2.0,2.0,4.0,2.0,21.0,3.0,1.0,1.141732283464567,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
2.0,36.0,0.0,38.0,1.0,3.0,2.0,1.0,3.0,42.0,3.0,1.0,1.141732283464567,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,9.0,2.0,14.0,1.0,2.0,3.0,2.0,4.0,27.0,3.0,1.0,1.0,2.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,20.93798449612403,4.0,52.0,1.0,5.0,3.0,4.0,3.0,33.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,24.0,1.0,33.0,3.0,2.0,3.0,4.0,4.0,30.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1746031746031746,0.0,0.0,0.0,1.0,1
1.0,18.0,4.0,19.0,1.0,4.0,4.0,1.0,2.0,32.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1705426356589147,0.0,0
1.0,6.0,4.0,19.0,1.0,1.0,3.0,4.0,4.0,36.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,9.0,2.0,32.0,1.813953488372093,3.0,2.0,2.0,1.0,33.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
4.0,15.0,4.0,18.0,1.0,5.0,3.0,4.0,3.0,46.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.024,0.0,1.0,0
4.0,15.0,2.0,30.0,1.0,4.0,3.0,2.0,3.0,33.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1705426356589147,1.0,0
4.0,36.0,2.0,36.0,1.0,5.0,3.0,2.0,2.317073170731707,28.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,24.0,4.0,55.0,1.0,5.0,3.0,4.0,4.0,44.0,3.0,1.375,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2.609375,15.0,2.0,8.0,1.0,5.0,3.0,3.0,3.0,37.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,36.0,3.0,21.0,1.0,4.0,3.0,1.0,3.0,24.0,3.0,2.0,1.0,2.0,1.0,0.1705426356589147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
4.0,18.0,2.0,15.0,1.0,2.0,4.0,4.0,1.0,39.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.024,0.0,1.0,0
