0,1,2,3,4,5,6,7,8,9,class
2.0,4.0,3.0,2.0,14.0,5.0,4.0,0.0,60.0,39.0,0
1.0,4.0,11.0,2.0,7.0,5.0,4.0,0.0,40.0,6.0,0
0.0,4.0,11.0,4.0,12.0,3.0,4.0,0.0,18.0,39.0,0
2.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,38.0,39.0,1
2.0,6.0,9.0,2.0,1.0,5.0,4.0,0.0,28.0,39.0,1
0.0,4.0,2.0,4.0,6.0,3.0,2.0,0.0,52.0,39.0,0
2.0,4.0,9.0,4.0,12.0,1.0,2.0,1.0,48.0,39.0,0
2.0,4.0,12.0,4.0,4.0,4.0,3.5957290132547866,0.0,50.0,39.0,0
2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,40.0,8.0,1
2.0,4.0,9.0,2.0,1.0,0.0,4.0,1.0,40.0,39.0,1
0.0,4.0,15.0,4.0,8.0,3.0,4.0,0.0,18.0,39.0,0
0.0,4.0,15.0,4.0,8.0,3.0,4.0,0.0,24.0,39.0,0
2.0,4.0,11.0,2.0,3.0,1.2628865979381445,4.0,1.0,40.0,39.0,0
2.0,6.0,10.0,2.0,10.0,0.0,4.0,0.7132352941176471,45.0,0.0,1
2.0,4.0,9.0,5.0,12.0,1.0,4.0,1.0,40.0,35.423529411764704,1
2.0,4.0,12.0,0.0,4.0,4.0,4.0,0.0,45.0,39.0,0
4.0,4.0,12.0,4.0,10.0,1.0,4.0,0.0,41.79545454545455,0.0,0
1.0,4.0,9.0,4.0,8.0,3.0,4.0,1.0,41.79545454545455,39.0,0
4.0,4.0,11.0,0.0,6.0,4.0,4.0,1.0,10.0,39.0,0
4.0,4.0,11.0,5.0,12.0,4.0,4.0,0.7132352941176471,40.0,39.0,0
2.0,4.0,11.0,2.0,4.0,0.0,4.0,1.0,50.0,39.0,1
1.0,4.0,15.0,0.0,8.0,4.0,2.0,0.0,37.0,39.0,0
2.0,4.0,6.0,2.0,3.0,1.2628865979381445,3.0,1.0,40.0,26.0,0
1.0,4.0,15.0,4.0,1.0,1.0,4.0,0.0,40.0,35.423529411764704,0
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,41.79545454545455,39.0,1
2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,46.0,39.0,1
2.154700222057735,4.0,9.0,2.0,4.0,0.0,4.0,1.0,45.0,39.0,1
0.0,4.0,5.0,4.0,8.0,1.2628865979381445,4.0,0.0,40.0,39.0,0
1.0,4.0,8.0,2.0,6.814380044020543,0.0,4.0,1.0,40.0,39.0,0
1.0,4.0,11.0,4.0,6.814380044020543,1.0,4.0,1.0,38.0,39.0,0
2.0,2.0,8.0,2.0,3.0,0.0,4.0,1.0,40.0,35.423529411764704,1
2.0,4.0,11.0,2.0,3.0,1.2628865979381445,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,2.0,12.0,0.0,3.5957290132547866,1.0,50.0,39.0,1
2.0,4.0,15.0,6.0,1.0,4.0,4.0,0.0,40.0,35.423529411764704,0
4.0,4.0,15.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
4.0,2.0,11.0,0.0,1.0,1.0,4.0,0.0,45.0,35.423529411764704,0
2.0,6.0,15.0,2.0,10.0,3.0,3.5957290132547866,0.0,25.0,39.0,0
4.0,4.0,11.0,2.0,10.0,0.0,3.5957290132547866,1.0,40.0,0.0,1
2.0,4.0,15.0,2.0,3.0,0.0,4.0,0.7132352941176471,45.0,39.0,0
2.154700222057735,2.0,12.0,2.0,4.0,0.0,4.0,1.0,55.0,39.0,1
2.0,4.0,11.0,4.0,12.0,4.0,4.0,1.0,40.0,35.423529411764704,0
0.0,4.0,11.0,2.0,12.0,0.0,3.0,1.0,35.0,39.0,0
4.0,4.0,15.0,4.0,1.0,1.0,4.0,0.0,41.79545454545455,39.0,0
4.0,0.0,6.0,4.0,6.814380044020543,3.0,4.0,0.0,45.0,39.0,0
1.0,4.0,15.0,4.0,1.0,4.0,4.0,0.7132352941176471,30.0,39.0,0
4.0,3.976505139500734,6.0,2.0,4.0,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,41.79545454545455,39.0,0
1.0,6.0,11.0,0.0,7.0,1.2628865979381445,4.0,1.0,50.0,39.0,0
4.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,60.0,35.423529411764704,1
0.0,4.0,11.0,4.0,8.0,2.0,3.5957290132547866,0.0,35.0,39.0,0
1.0,4.0,11.0,4.0,6.814380044020543,3.0,4.0,0.0,40.0,39.0,0
2.0,4.0,11.0,4.0,12.0,4.0,2.0,0.0,40.0,39.0,0
2.0,3.976505139500734,11.0,2.0,7.0,0.0,4.0,1.0,40.0,39.0,0
2.0,4.0,7.0,2.0,4.0,0.0,4.0,1.0,50.0,39.0,1
2.0,2.0,15.0,0.0,8.0,1.0,4.0,0.7132352941176471,30.0,24.0,0
2.154700222057735,5.0,11.0,2.0,12.0,0.0,4.0,1.0,50.0,39.0,1
4.0,4.0,10.278305332359386,2.0,12.0,0.0,4.0,1.0,18.0,39.0,0
4.0,4.0,11.0,2.0,6.0,0.0,4.0,0.7132352941176471,40.0,39.0,1
2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,36.0,39.0,1
2.154700222057735,7.0,12.0,2.0,10.0,0.0,4.0,1.0,60.0,39.0,1
0.0,4.0,15.0,4.0,8.0,1.0,4.0,1.0,40.0,39.0,0
2.0,4.0,14.0,2.0,10.0,0.0,4.0,1.0,48.0,0.0,1
1.0,4.0,9.0,2.0,6.814380044020543,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,11.0,2.0,3.0,0.0,4.0,0.7132352941176471,45.0,39.0,0
2.154700222057735,4.0,12.0,2.0,10.0,0.0,1.0,1.0,40.0,19.0,1
2.0,4.0,11.0,2.0,8.0,5.0,4.0,0.0,16.0,39.0,1
4.0,3.976505139500734,10.0,2.0,10.0,0.0,4.0,1.0,40.0,0.0,1
2.0,4.0,14.0,2.0,10.0,0.0,4.0,1.0,50.0,39.0,1
2.154700222057735,4.0,6.0,2.0,7.0,0.0,4.0,1.0,37.0,39.0,0
4.0,5.0,15.0,2.0,6.814380044020543,0.0,4.0,1.0,35.0,39.0,1
2.0,3.976505139500734,9.0,2.0,12.0,0.0,4.0,1.0,60.0,39.0,1
4.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,60.0,39.0,1
2.0,6.0,9.0,2.425966447848286,4.0,0.0,4.0,1.0,60.0,34.0,1
2.0,3.976505139500734,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
2.0,7.0,9.0,4.0,1.0,1.0,4.0,0.7132352941176471,38.0,39.0,0
2.0,4.0,15.0,0.0,1.0,1.0,4.0,0.0,40.0,39.0,0
2.0,4.0,15.0,0.0,4.0,1.0,4.0,0.0,40.0,39.0,1
2.0,5.0,11.0,2.425966447848286,12.0,0.0,4.0,1.0,68.0,39.0,1
2.0,4.0,0.0,2.0,3.0,0.0,3.5957290132547866,1.0,40.0,39.0,0
2.0,2.0,8.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
4.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,2.0,6.814380044020543,0.0,4.0,1.0,43.0,39.0,1
2.154700222057735,0.0,9.0,4.0,0.0,1.0,4.0,0.0,43.0,39.0,0
2.0,4.0,15.0,2.0,13.0,5.0,3.5957290132547866,0.0,40.0,39.0,1
2.0,4.0,12.0,2.0,4.0,0.0,2.0,0.7132352941176471,40.0,39.0,1
2.0,4.0,11.0,0.0,5.0,1.0,4.0,1.0,70.0,39.0,0
2.0,0.0,11.0,2.0,0.0,0.0,4.0,1.0,52.0,39.0,0
2.0,4.0,11.0,4.0,3.0,1.0,4.0,1.0,40.0,39.0,0
4.0,5.0,10.0,2.0,4.0,0.0,4.0,0.7132352941176471,60.0,39.0,1
2.154700222057735,4.0,9.0,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,11.0,2.0,4.0,1.2628865979381445,4.0,1.0,60.0,39.0,1
2.0,4.0,9.0,2.0,13.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,12.0,4.0,4.0,1.0,4.0,1.0,40.0,39.0,0
2.0,3.976505139500734,11.0,2.0,12.0,0.0,4.0,1.0,40.0,24.0,1
2.0,4.0,9.0,0.0,12.0,1.0,2.0,1.0,40.0,39.0,1
2.0,5.0,9.0,2.0,12.0,0.0,4.0,1.0,60.0,39.0,1
2.0,6.0,12.0,2.0,12.0,0.0,4.0,1.0,45.0,39.0,1
2.0,4.0,11.0,4.0,8.0,4.0,4.0,0.0,40.0,39.0,0
0.0,0.0,5.0,4.0,0.0,3.0,4.0,1.0,40.0,39.0,0
1.0,4.0,15.0,4.0,4.0,3.0,4.0,0.0,40.0,39.0,0
4.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,37.0,39.0,1
2.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,50.0,35.423529411764704,1
2.0,4.0,10.278305332359386,4.0,1.0,1.0,4.0,1.0,30.0,39.0,0
1.0,4.0,8.0,4.0,12.0,4.0,4.0,0.0,54.0,35.423529411764704,0
1.0,4.0,11.0,2.0,14.0,0.0,4.0,1.0,40.0,39.0,0
4.0,6.0,15.0,2.0,3.0,0.0,4.0,1.0,40.0,35.423529411764704,0
2.0,4.0,12.0,4.0,10.0,1.0,4.0,0.0,40.0,39.0,1
2.154700222057735,4.0,9.0,2.0,3.0,0.0,4.0,1.0,55.0,39.0,1
2.0,6.0,14.0,2.0,10.0,0.0,2.0,1.0,75.0,39.0,1
1.0,4.0,15.0,4.0,10.0,1.0,4.0,1.0,40.0,39.0,0
4.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,10.278305332359386,4.0,1.0,1.0,2.0,1.0,38.0,39.0,0
1.0,6.0,9.0,0.0,6.814380044020543,1.0,4.0,1.0,55.0,39.0,1
2.0,4.0,15.0,0.0,3.0,1.2628865979381445,4.0,1.0,55.0,39.0,0
2.0,4.0,8.0,0.0,8.0,4.0,4.0,0.7132352941176471,36.0,39.0,0
2.0,4.0,2.0,0.0,12.0,1.0,4.0,0.0,45.0,39.0,0
4.0,4.0,11.0,0.0,1.0,1.0,4.0,0.7132352941176471,40.0,39.0,0
2.0,4.0,1.0,2.0,7.0,0.0,4.0,1.0,40.0,39.0,0
2.0,2.0,12.0,2.0,10.0,5.0,4.0,0.0,45.0,39.0,1
4.0,4.0,8.0,0.0,1.0,1.0,2.0,0.0,32.0,39.0,0
2.0,2.0,9.0,2.0,10.0,1.2628865979381445,4.0,0.0,18.0,39.0,1
2.0,4.0,10.278305332359386,2.0,5.0,0.0,4.0,1.0,35.0,39.0,0
4.0,4.0,8.0,2.0,3.0,0.0,4.0,1.0,45.0,39.0,0
2.0,6.0,15.0,2.0,10.0,1.2628865979381445,4.0,1.0,18.0,39.0,0
1.0,4.0,9.0,2.0,1.0,5.0,4.0,0.0,40.0,39.0,1
1.0,2.0,11.0,0.0,1.0,3.0,4.0,0.0,41.79545454545455,5.0,0
1.0,4.0,9.0,4.0,6.814380044020543,1.0,4.0,1.0,40.0,39.0,1
2.154700222057735,4.0,11.0,4.0,8.0,3.0,4.0,1.0,40.0,39.0,0
2.0,4.0,15.0,2.0,7.0,0.0,4.0,1.0,40.0,39.0,0
2.0,2.0,11.0,2.0,6.0,1.2628865979381445,4.0,1.0,40.0,39.0,0
2.154700222057735,2.0,15.0,6.0,4.0,1.0,4.0,0.0,40.0,39.0,0
4.0,4.0,15.0,2.425966447848286,1.0,4.0,4.0,0.0,38.0,39.0,1
2.0,4.0,11.0,0.0,7.0,1.0,4.0,1.0,40.0,39.0,0
4.0,5.0,15.0,2.0,5.0,0.0,4.0,1.0,41.79545454545455,39.0,0
2.0,7.0,11.0,4.0,14.0,1.0,2.0,1.0,40.0,35.423529411764704,0
2.154700222057735,7.0,9.0,2.0,11.0,0.0,4.0,1.0,72.0,39.0,1
2.154700222057735,1.0,9.0,2.0,10.0,0.0,1.0,1.0,56.0,39.0,1
2.154700222057735,6.0,11.0,4.0,5.0,3.0,4.0,1.0,40.0,39.0,0
2.0,4.0,15.0,4.0,1.0,1.0,4.0,0.0,41.79545454545455,39.0,0
1.0,4.0,11.0,2.0,14.0,0.0,4.0,1.0,52.0,39.0,1
4.0,4.0,11.0,3.0,8.0,1.0,3.5957290132547866,1.0,40.0,39.0,0
2.0,3.976505139500734,11.0,0.0,11.0,1.0,2.0,0.0,40.0,39.0,0
2.0,4.0,4.0,2.425966447848286,7.0,5.0,1.0,0.0,40.0,40.0,1
2.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
1.0,2.0,12.0,4.0,10.0,1.0,4.0,1.0,40.0,35.423529411764704,1
4.0,4.0,11.0,0.0,14.0,1.2628865979381445,4.0,1.0,56.0,39.0,1
4.0,4.0,11.0,2.425966447848286,1.0,2.0,4.0,0.0,40.0,39.0,0
2.154700222057735,2.0,7.0,2.0,10.0,0.0,4.0,1.0,45.0,2.0,1
0.0,4.0,15.0,4.0,8.0,3.0,2.0,1.0,25.0,39.0,0
2.0,4.0,9.0,5.0,4.0,4.0,2.0,0.0,40.0,39.0,0
1.0,4.0,5.0,2.0,3.0,0.0,4.0,1.0,38.0,39.0,0
2.0,4.0,9.0,2.0,10.0,0.0,4.0,0.7132352941176471,40.0,39.0,1
2.0,4.0,12.0,2.0,10.0,0.0,3.5957290132547866,1.0,40.0,39.0,1
2.0,7.0,11.0,5.0,1.0,4.0,4.0,0.0,18.0,39.0,0
1.0,4.0,11.0,4.0,9.0,2.0,4.0,0.0,41.79545454545455,26.0,0
4.0,6.0,15.0,6.0,3.0,1.0,4.0,0.0,8.0,39.0,0
2.0,4.0,11.0,0.0,3.0,3.0,4.0,1.0,40.0,33.0,0
2.0,4.0,11.0,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
4.0,4.0,15.0,0.0,1.0,4.0,4.0,0.7132352941176471,40.0,39.0,0
2.0,4.0,15.0,4.0,3.0,3.0,4.0,1.0,60.0,39.0,0
2.0,4.0,9.0,2.0,6.814380044020543,0.0,4.0,1.0,40.0,39.0,1
4.0,6.0,9.0,2.0,6.814380044020543,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,1.0,4.0,8.0,1.0,2.0,0.0,40.0,23.0,0
4.0,4.0,2.0,2.0,1.0,5.0,4.0,0.0,40.0,39.0,0
2.0,4.0,11.0,2.425966447848286,4.0,5.0,4.0,0.0,60.0,39.0,1
2.0,4.0,9.0,2.0,12.0,0.0,2.0,1.0,50.0,39.0,1
2.0,4.0,11.0,0.0,14.0,1.0,4.0,1.0,40.0,39.0,0
2.0,0.0,12.0,2.0,0.0,0.0,4.0,1.0,40.0,35.423529411764704,1
2.0,6.0,11.0,0.0,5.0,1.2628865979381445,4.0,1.0,50.0,39.0,0
2.154700222057735,4.0,9.0,4.0,12.0,1.0,4.0,1.0,50.0,39.0,1
4.0,4.0,12.0,2.0,4.0,0.0,4.0,1.0,50.0,0.0,1
2.0,4.0,11.0,0.0,7.0,1.0,1.0,0.0,41.79545454545455,30.0,0
2.0,6.0,8.0,2.0,5.0,0.0,4.0,1.0,60.0,39.0,1
1.0,4.0,11.0,0.0,7.0,1.2628865979381445,4.0,1.0,40.0,39.0,0
2.0,5.0,15.0,2.0,10.0,5.0,4.0,0.0,40.0,35.423529411764704,1
2.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,44.0,39.0,1
4.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,50.0,39.0,1
2.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,41.79545454545455,39.0,1
2.0,4.0,11.0,5.0,8.0,1.0,2.0,0.0,45.0,23.0,0
0.0,4.0,15.0,4.0,12.0,3.0,4.0,0.0,24.0,39.0,0
0.0,4.0,15.0,4.0,8.0,3.0,3.5957290132547866,1.0,30.0,39.0,0
2.0,4.0,9.0,3.0,3.0,1.0,4.0,1.0,50.0,0.0,1
2.0,4.0,11.0,5.0,1.0,1.0,4.0,0.7132352941176471,60.0,39.0,1
2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
4.0,6.0,11.0,2.0,5.0,0.0,3.5957290132547866,1.0,60.0,39.0,1
1.0,6.0,6.0,4.0,3.0,1.0,3.5957290132547866,1.0,15.0,39.0,0
4.0,4.0,9.0,2.0,4.0,5.0,4.0,0.7132352941176471,40.0,9.0,1
2.0,4.0,9.0,2.425966447848286,4.0,0.0,4.0,1.0,55.0,39.0,1
2.0,4.0,12.0,2.0,12.0,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,11.0,2.0,6.814380044020543,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,9.0,4.0,10.0,3.0,4.0,0.0,40.0,39.0,1
1.0,4.0,5.0,4.0,3.0,1.0,4.0,1.0,40.0,39.0,0
2.0,2.0,12.0,2.0,1.0,0.0,4.0,1.0,40.0,22.0,1
4.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,54.0,39.0,1
2.0,4.0,11.0,0.0,8.0,1.2628865979381445,2.0,0.0,40.0,39.0,0
2.0,4.0,15.0,2.0,7.0,1.2628865979381445,4.0,1.0,84.0,39.0,1
2.0,6.0,14.0,2.0,10.0,0.0,4.0,1.0,70.0,39.0,1
2.0,4.0,9.0,2.0,6.814380044020543,0.0,4.0,1.0,40.0,39.0,1
4.0,6.0,9.0,4.0,4.0,1.0,4.0,1.0,18.0,39.0,1
2.0,2.0,12.0,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,2.0,11.0,0.0,2.0,1.0,40.0,39.0,1
2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,0
4.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,3.0,39.0,0
2.0,4.0,15.0,2.0,8.0,1.2628865979381445,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,2.0,1.0,0.0,1.0,1.0,35.0,30.0,1
1.0,3.976505139500734,9.0,2.0,13.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,4.0,6.814380044020543,1.0,4.0,1.0,35.0,39.0,0
0.0,0.0,15.0,4.0,0.0,3.0,4.0,0.0,41.79545454545455,39.0,0
2.0,4.0,11.0,2.0,1.0,5.0,4.0,0.0,35.0,39.0,1
0.0,4.0,15.0,4.0,12.0,2.0,4.0,1.0,64.0,39.0,0
2.0,6.0,8.0,5.0,4.0,4.0,4.0,0.0,40.0,39.0,0
2.0,5.0,11.0,2.0,4.0,1.2628865979381445,4.0,1.0,55.0,39.0,1
2.154700222057735,4.0,11.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
1.0,1.0,8.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
2.0,6.0,11.0,2.0,5.0,0.0,4.0,0.7132352941176471,35.0,39.0,0
2.0,4.0,9.0,0.0,10.0,1.2628865979381445,4.0,0.0,50.0,39.0,1
2.0,4.0,10.278305332359386,4.0,10.0,1.0,2.0,0.0,40.0,39.0,0
2.0,6.0,10.0,0.0,10.0,4.0,4.0,1.0,63.0,2.0,1
2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,45.0,39.0,1
4.0,3.976505139500734,7.0,0.0,13.0,1.0,4.0,1.0,40.0,39.0,0
2.0,4.0,11.0,2.0,12.0,0.0,4.0,1.0,46.0,39.0,1
4.0,2.0,8.0,2.0,4.0,0.0,4.0,1.0,35.0,39.0,0
1.0,4.0,9.0,2.425966447848286,4.0,1.0,4.0,0.0,30.0,39.0,0
4.0,4.0,15.0,2.0,1.0,5.0,4.0,0.0,40.0,39.0,1
2.0,3.976505139500734,11.0,0.0,12.0,1.0,4.0,1.0,60.0,39.0,1
4.0,4.0,10.0,2.0,10.0,0.0,3.5957290132547866,1.0,60.0,39.0,1
4.0,5.0,11.0,0.0,4.0,1.0,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,4.0,6.814380044020543,1.0,4.0,1.0,40.0,39.0,1
2.0,4.0,15.0,4.0,14.0,1.0,4.0,1.0,40.0,39.0,0
2.0,4.0,10.278305332359386,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
2.0,1.0,11.0,4.0,6.0,1.0,4.0,1.0,40.0,39.0,0
2.154700222057735,4.0,11.0,2.0,12.0,5.0,4.0,0.0,40.0,39.0,0
2.0,4.0,8.0,2.0,13.0,0.0,4.0,1.0,40.0,39.0,1
2.0,2.0,9.0,2.0,10.0,0.0,4.0,1.0,35.0,39.0,0
4.0,4.0,11.0,0.0,6.0,1.0,4.0,0.7132352941176471,15.0,39.0,0
4.0,4.0,12.0,2.0,4.0,1.2628865979381445,4.0,1.0,60.0,39.0,1
2.0,5.0,9.0,2.0,12.0,0.0,4.0,1.0,40.0,39.0,1
2.0,6.0,10.278305332359386,0.0,5.0,1.0,4.0,1.0,40.0,39.0,0
2.0,2.0,8.0,0.0,4.0,1.0,4.0,0.0,40.0,39.0,0
2.0,4.0,11.0,4.0,4.0,1.0,4.0,0.0,40.0,39.0,0
4.0,4.0,9.0,2.0,4.0,0.0,3.5957290132547866,1.0,40.0,39.0,1
4.0,1.0,11.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
4.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,45.0,39.0,1
4.0,6.0,11.0,2.0,12.0,0.0,4.0,1.0,41.79545454545455,39.0,0
1.0,4.0,11.0,2.0,8.0,5.0,4.0,0.0,40.0,39.0,0
1.0,4.0,6.0,3.0,8.0,2.0,4.0,1.0,35.0,26.0,0
1.0,4.0,9.0,4.0,4.0,1.0,4.0,0.0,41.79545454545455,39.0,0
2.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,50.0,39.0,1
1.0,7.0,9.0,4.0,10.0,1.0,4.0,1.0,18.0,0.0,0
4.0,3.976505139500734,1.0,2.0,8.0,0.0,2.0,1.0,9.0,39.0,1
1.0,1.0,11.0,0.0,4.0,1.0,3.0,0.0,40.0,39.0,0
4.0,4.0,11.0,2.0,5.0,0.0,4.0,1.0,45.0,39.0,0
2.0,4.0,9.0,2.0,10.0,5.0,2.0,0.0,35.0,14.0,1
4.0,4.0,11.0,6.0,8.0,1.0,4.0,0.7132352941176471,15.0,39.0,0
4.0,5.0,11.0,2.0,6.814380044020543,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,9.0,2.0,3.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,4.0,2.0,8.0,1.2628865979381445,4.0,1.0,40.0,26.0,0
0.0,4.0,11.0,4.0,12.0,1.2628865979381445,2.0,0.0,35.0,39.0,0
2.0,3.976505139500734,15.0,2.0,11.0,0.0,4.0,1.0,44.0,39.0,1
2.154700222057735,6.0,11.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,0
2.0,6.0,9.0,2.0,10.0,0.0,4.0,1.0,40.0,39.0,1
2.0,7.0,9.0,2.0,4.0,0.0,4.0,1.0,38.0,39.0,1
2.0,4.0,2.0,2.0,14.0,0.0,4.0,1.0,30.0,39.0,0
1.0,4.0,15.0,2.425966447848286,12.0,4.0,4.0,0.0,40.0,39.0,0
2.0,4.0,11.0,2.0,3.0,1.2628865979381445,4.0,1.0,40.0,39.0,1
2.0,4.0,11.0,2.0,7.0,0.0,2.0,1.0,40.0,39.0,0
2.0,5.0,12.0,0.0,4.0,4.0,1.0,1.0,41.79545454545455,19.0,1
2.0,4.0,11.0,5.0,9.0,1.0,2.0,0.7132352941176471,50.0,27.0,0
1.0,4.0,11.0,4.0,8.0,1.2628865979381445,2.0,0.0,30.0,39.0,0
0.0,4.0,15.0,4.0,12.0,3.0,4.0,1.0,40.0,39.0,0
4.0,3.976505139500734,15.0,2.0,4.0,0.0,4.0,1.0,45.0,39.0,1
4.0,2.0,12.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
2.0,4.0,15.0,2.0,14.0,0.0,4.0,1.0,40.0,39.0,1
1.0,4.0,15.0,4.0,6.814380044020543,3.0,4.0,0.0,40.0,20.0,0
2.154700222057735,4.0,7.0,2.0,4.0,5.0,4.0,0.0,50.0,39.0,1
2.0,3.976505139500734,11.0,2.0,4.0,0.0,4.0,1.0,40.0,39.0,1
2.0,6.0,9.0,2.0,12.0,0.0,4.0,1.0,40.0,39.0,1
4.0,2.0,11.0,2.0,8.0,0.0,4.0,1.0,40.0,39.0,0
2.0,4.0,15.0,2.0,6.814380044020543,0.0,2.0,1.0,45.0,39.0,1
3.0,4.0,0.0,4.0,6.0,3.0,4.0,1.0,15.0,39.0,0
2.0,4.0,15.0,2.0,12.0,1.2628865979381445,4.0,1.0,40.0,39.0,1
4.0,2.0,11.0,2.0,14.0,1.2628865979381445,2.0,1.0,60.0,39.0,0
